taskSetId	rate	discountStrength	quotationTotal	segmentCount	experimentType	instance
n040-set02	0.500000	0.150000	7901.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set02/family/base/wide/m3.dat
n040-set02	1.000000	0.150000	15803.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set02/family/base/wide/m3.dat
n040-set02	2.000000	0.150000	31606.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set02/family/base/wide/m3.dat
n040-set02	0.500000	0.150000	7901.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set02/family/base/wide/m4.dat
n040-set02	1.000000	0.150000	15803.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set02/family/base/wide/m4.dat
n040-set02	2.000000	0.150000	31606.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set02/family/base/wide/m4.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/random/base/zero/m2.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/random/base/zero/m2.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/random/base/zero/m2.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/random/base/zero/m3.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/random/base/zero/m3.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/random/base/zero/m3.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/random/base/zero/m4.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/random/base/zero/m4.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/random/base/zero/m4.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/random/base/narrow/m2.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/random/base/narrow/m2.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/random/base/narrow/m2.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/random/base/narrow/m3.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/random/base/narrow/m3.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/random/base/narrow/m3.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/random/base/narrow/m4.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/random/base/narrow/m4.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/random/base/narrow/m4.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/random/base/wide/m2.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/random/base/wide/m2.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/random/base/wide/m2.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/random/base/wide/m3.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/random/base/wide/m3.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/random/base/wide/m3.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/random/base/wide/m4.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/random/base/wide/m4.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/random/base/wide/m4.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/family/base/zero/m2.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/family/base/zero/m2.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/family/base/zero/m2.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/family/base/zero/m3.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/family/base/zero/m3.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/family/base/zero/m3.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/family/base/zero/m4.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/family/base/zero/m4.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/family/base/zero/m4.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/family/base/narrow/m2.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/family/base/narrow/m2.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/family/base/narrow/m2.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/family/base/narrow/m3.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/family/base/narrow/m3.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/family/base/narrow/m3.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/family/base/narrow/m4.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/family/base/narrow/m4.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/family/base/narrow/m4.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/family/base/wide/m2.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/family/base/wide/m2.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/family/base/wide/m2.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/family/base/wide/m3.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/family/base/wide/m3.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/family/base/wide/m3.dat
n040-set03	0.500000	0.150000	7729.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set03/family/base/wide/m4.dat
n040-set03	1.000000	0.150000	15459.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set03/family/base/wide/m4.dat
n040-set03	2.000000	0.150000	30918.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set03/family/base/wide/m4.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/random/base/zero/m2.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/random/base/zero/m2.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/random/base/zero/m2.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/random/base/zero/m3.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/random/base/zero/m3.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/random/base/zero/m3.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/random/base/zero/m4.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/random/base/zero/m4.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/random/base/zero/m4.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/random/base/narrow/m2.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/random/base/narrow/m2.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/random/base/narrow/m2.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/random/base/narrow/m3.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/random/base/narrow/m3.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/random/base/narrow/m3.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/random/base/narrow/m4.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/random/base/narrow/m4.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/random/base/narrow/m4.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/random/base/wide/m2.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/random/base/wide/m2.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/random/base/wide/m2.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/random/base/wide/m3.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/random/base/wide/m3.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/random/base/wide/m3.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/random/base/wide/m4.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/random/base/wide/m4.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/random/base/wide/m4.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/zero/m2.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/family/base/zero/m2.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/family/base/zero/m2.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/zero/m3.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/family/base/zero/m3.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/family/base/zero/m3.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/zero/m4.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/family/base/zero/m4.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/family/base/zero/m4.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/narrow/m2.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/family/base/narrow/m2.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/family/base/narrow/m2.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/narrow/m3.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/family/base/narrow/m3.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/family/base/narrow/m3.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/narrow/m4.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/family/base/narrow/m4.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/family/base/narrow/m4.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/wide/m2.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/family/base/wide/m2.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/family/base/wide/m2.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/wide/m3.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/family/base/wide/m3.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/family/base/wide/m3.dat
n040-set04	0.500000	0.150000	6606.000000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set04/family/base/wide/m4.dat
n040-set04	1.000000	0.150000	13212.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set04/family/base/wide/m4.dat
n040-set04	2.000000	0.150000	26424.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set04/family/base/wide/m4.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/zero/m2.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/random/base/zero/m2.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/random/base/zero/m2.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/zero/m3.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/random/base/zero/m3.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/random/base/zero/m3.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/zero/m4.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/random/base/zero/m4.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/random/base/zero/m4.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/narrow/m2.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/random/base/narrow/m2.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/random/base/narrow/m2.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/narrow/m3.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/random/base/narrow/m3.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/random/base/narrow/m3.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/narrow/m4.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/random/base/narrow/m4.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/random/base/narrow/m4.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/wide/m2.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/random/base/wide/m2.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/random/base/wide/m2.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/wide/m3.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/random/base/wide/m3.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/random/base/wide/m3.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/random/base/wide/m4.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/random/base/wide/m4.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/random/base/wide/m4.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/zero/m2.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/family/base/zero/m2.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/family/base/zero/m2.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/zero/m3.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/family/base/zero/m3.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/family/base/zero/m3.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/zero/m4.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/family/base/zero/m4.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/family/base/zero/m4.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/narrow/m2.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/family/base/narrow/m2.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/family/base/narrow/m2.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/narrow/m3.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/family/base/narrow/m3.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/family/base/narrow/m3.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/narrow/m4.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/family/base/narrow/m4.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/family/base/narrow/m4.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/wide/m2.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/family/base/wide/m2.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/family/base/wide/m2.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/wide/m3.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/family/base/wide/m3.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/family/base/wide/m3.dat
n040-set05	0.500000	0.150000	7264.500000000	2	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n040-set05/family/base/wide/m4.dat
n040-set05	1.000000	0.150000	14529.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n040-set05/family/base/wide/m4.dat
n040-set05	2.000000	0.150000	29058.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n040-set05/family/base/wide/m4.dat
n050-set01	0.500000	0.150000	9616.500000000	3	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/zero/m2.dat
n050-set01	1.000000	0.150000	19233.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n050-set01/random/base/zero/m2.dat
n050-set01	2.000000	0.150000	38466.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n050-set01/random/base/zero/m2.dat
n050-set01	1.000000	0.000000	19233.000000000	1	no-discount	instances/outsourcing-data/no-discount/rate-1/n050-set01/random/base/zero/m2.dat
n050-set01	0.500000	0.150000	9616.500000000	3	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/zero/m3.dat
n050-set01	1.000000	0.150000	19233.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n050-set01/random/base/zero/m3.dat
n050-set01	2.000000	0.150000	38466.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n050-set01/random/base/zero/m3.dat
n050-set01	1.000000	0.000000	19233.000000000	1	no-discount	instances/outsourcing-data/no-discount/rate-1/n050-set01/random/base/zero/m3.dat
n050-set01	0.500000	0.150000	9616.500000000	3	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/zero/m4.dat
n050-set01	1.000000	0.150000	19233.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n050-set01/random/base/zero/m4.dat
n050-set01	2.000000	0.150000	38466.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n050-set01/random/base/zero/m4.dat
n050-set01	1.000000	0.000000	19233.000000000	1	no-discount	instances/outsourcing-data/no-discount/rate-1/n050-set01/random/base/zero/m4.dat
n050-set01	0.500000	0.150000	9616.500000000	3	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/narrow/m2.dat
n050-set01	1.000000	0.150000	19233.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n050-set01/random/base/narrow/m2.dat
n050-set01	2.000000	0.150000	38466.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n050-set01/random/base/narrow/m2.dat
n050-set01	1.000000	0.000000	19233.000000000	1	no-discount	instances/outsourcing-data/no-discount/rate-1/n050-set01/random/base/narrow/m2.dat
n050-set01	0.500000	0.150000	9616.500000000	3	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/narrow/m3.dat
n050-set01	1.000000	0.150000	19233.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n050-set01/random/base/narrow/m3.dat
n050-set01	2.000000	0.150000	38466.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n050-set01/random/base/narrow/m3.dat
n050-set01	1.000000	0.000000	19233.000000000	1	no-discount	instances/outsourcing-data/no-discount/rate-1/n050-set01/random/base/narrow/m3.dat
n050-set01	0.500000	0.150000	9616.500000000	3	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/narrow/m4.dat
n050-set01	1.000000	0.150000	19233.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n050-set01/random/base/narrow/m4.dat
n050-set01	2.000000	0.150000	38466.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n050-set01/random/base/narrow/m4.dat
n050-set01	1.000000	0.000000	19233.000000000	1	no-discount	instances/outsourcing-data/no-discount/rate-1/n050-set01/random/base/narrow/m4.dat
n050-set01	0.500000	0.150000	9616.500000000	3	default-discount	instances/outsourcing-data/default-discount/rate-0.5/n050-set01/random/base/wide/m2.dat
n050-set01	1.000000	0.150000	19233.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-1/n050-set01/random/base/wide/m2.dat
n050-set01	2.000000	0.150000	38466.000000000	3	default-discount	instances/outsourcing-data/default-discount/rate-2/n050-set01/random/base/wide/m2.dat
n050-set01	1.000000	0.000000	19233.000000000	1	no-discount	instances/outsourcing-data/no-discount/rate-1/n050-set01/random/base/wide/m2.dat
